Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SMART	SM00417:H4	14	6.511627907	8.82E-24	P62805	133	15	10680	74.94736842	1.22E-21	1.22E-21	1.14E-21
SMART	SM00803:TAF	14	6.511627907	4.65E-23	P62805	133	16	10680	70.26315789	6.42E-21	3.21E-21	3.00E-21
GOTERM_CC_DIRECT	GO:0043505~CENP-A containing nucleosome	14	6.511627907	8.35E-23	P62805	214	18	20666	75.11007269	3.27E-20	1.63E-20	1.37E-20
GOTERM_BP_DIRECT	GO:0061644~protein localization to CENP-A containing chromatin	14	6.511627907	1.37E-22	P62805	209	18	19416	72.25518341	1.81E-19	1.81E-19	1.76E-19
GOTERM_BP_DIRECT	GO:0045653~negative regulation of megakaryocyte differentiation	14	6.511627907	1.21E-21	P62805	209	20	19416	65.02966507	1.60E-18	8.01E-19	7.78E-19
GOTERM_BP_DIRECT	GO:0032200~telomere organization	14	6.511627907	2.92E-19	P62805	209	27	19416	48.17012228	3.86E-16	1.29E-16	1.25E-16
GOTERM_MF_DIRECT	GO:0003723~RNA binding	59	27.44186047	1.23E-18	"P07305, P0DMR1, Q14204, P23396, P07900, P14618, O43896, P52272, O75369, P11940, Q96EP5, P13667, P36542, Q6NZI2, P18124, P35579, P50995, Q9NUU7, P63244, P42766, P25705, P39023, P40429, Q15020, P62851, P22314, P07237, P05455, P07910, Q14258, P30876, Q8TB72, P62805, P08708, P53999, P19338, P09382, P49327, P04075, P49368, P61978, P60866, Q14683, P21333, P62249"	209	1473	19208	3.681163657	6.15E-16	6.15E-16	5.78E-16
UP_SEQ_FEATURE	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2); alternate	28	13.02325581	2.30E-16	"P07910, P23396, P14618, P62805, P08708, P52272, Q6NZI2, P11474, P53999, P19338, Q9NUU7, P39023, P04075, P61978, P21333"	209	350	20502	7.847655502	3.82E-13	6.85E-14	6.75E-14
UP_SEQ_FEATURE	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin); alternate	18	8.372093023	2.39E-16	"P07437, P23396, P53396, P62805, P60866"	209	101	20502	17.48240087	3.82E-13	6.85E-14	6.75E-14
GOTERM_CC_DIRECT	GO:0072562~blood microparticle	21	9.76744186	7.40E-16	"P02671, P00450, P02790, P04217, P60709, P68133, P68032, P0C0L5, P0C0L4, P63267, P63261, P00747, P19827, P01834, P01008, P02787, P06396, P08697, P02751"	214	168	20666	12.07126168	3.04E-13	9.65E-14	8.10E-14
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	30	13.95348837	1.06E-15	"P23396, O75369, P56199, P11940, Q9BPX5, P18124, P35579, P63261, P15153, P39023, P63000, P40429, Q8WUM4, P98160, Q9UBG0, P07237, Q9Y490, P05556, P08708, P50281, P60709, P68032, P17655, P48059, P06396, P61978, Q9ULV4, P62249, P21333"	214	431	20666	6.72181625	4.34E-13	1.04E-13	8.70E-14
GOTERM_CC_DIRECT	GO:0005829~cytosol	110	51.1627907	4.53E-14	"Q14204, P53365, P23396, P07900, P52790, Q6NZI2, P18124, Q8WUM4, Q9Y6X1, P07237, P05455, P07910, Q9Y678, Q9UM07, Q8TB72, Q9NRX4, P09382, P05062, P49368, P06396, P60866, P62249, O15020, P26640, Q13813, O75369, Q6YHK3, P11940, P57740, O43776, Q8IVF2, O60701, O00291, Q00536, P08263, Q93088, P00325, P40429, O14964, P22314, Q8WZ42, P29401, P35749, Q13303, P53396, P09917, P08708, P50281, P68133, P17661, P51659, Q9Y2J8, P68371, P34896, O95340, P17655, P08311, P04350, P04075, Q9UKX2, P43487, Q14764, Q9BUT1, Q96EP5, Q9Y6K5, P35579, P63244, P36551, Q15181, P39023, P63000, P09972, P07437, Q14258, P60709, Q15746, P22392, P68032, Q5VST9, P11498, Q99832, P49327, P21333, P14618, P13805, Q06323, P19237, P50995, P42766, P63267, P63261, P15153, P11908, P62851, Q9Y490, P54687, Q9UL46, P04424, P21283, P19367, O14818, P49821, Q9NZN4, P48059, Q15256, Q14683, Q5SXM8"	214	5576	20666	1.905077166	1.77E-11	3.54E-12	2.97E-12
UP_KW_PTM	KW-0164~Citrullination	18	8.372093023	6.25E-14	"P07305, Q9UM07, P62805, Q5SSJ5, P40429"	197	105	14268	12.41595359	1.50E-12	6.21E-13	4.22E-13
UP_KW_PTM	KW-0488~Methylation	49	22.79069767	7.45E-14	"P23396, P14618, O43896, P52272, P11940, Q96EP5, P57740, P35579, P63267, P63261, P25705, P15153, P39023, P63000, Q9UJS0, Q15020, Q8WUM4, P02787, P07437, P35749, Q13303, P30876, Q8TB72, P62805, P60709, P68133, P17661, P68032, Q99832, P19338, Q00325, Q9UPX0, P49821, Q9UKX2, P61978"	197	1057	14268	3.357515044	1.79E-12	6.21E-13	4.22E-13
GOTERM_CC_DIRECT	GO:0005576~extracellular region	63	29.30232558	1.85E-13	"P02452, P02671, P00450, Q14204, Q14764, P02790, P07900, P04217, Q13813, P14618, Q9UHD0, P52790, Q6YHK3, P51888, P12111, P0C0L5, P0C0L4, P00747, P19827, P01834, P08123, P09972, P02787, P98160, Q9BQE5, P07237, Q8WZ42, Q9Y490, P07437, P07910, Q8TD55, P53396, P09917, P62805, P22392, P13611, Q9Y2J8, P68371, P09382, P01008, P08311, P04075, P06396, P22105, P02751, P08697, P21333"	214	2248	20666	2.706368278	7.25E-11	1.21E-11	1.01E-11
GOTERM_BP_DIRECT	GO:0006334~nucleosome assembly	18	8.372093023	2.94E-13	"P07305, Q9UM07, P62805, Q5SSJ5, Q15020"	209	145	19416	11.5323544	3.89E-10	9.72E-11	9.45E-11
GOTERM_MF_DIRECT	GO:0030527~structural constituent of chromatin	16	7.441860465	7.18E-13	"P07305, P62805, Q5SSJ5"	209	108	19208	13.61545277	3.58E-10	1.79E-10	1.68E-10
KEGG_PATHWAY	hsa05322:Systemic lupus erythematosus	21	9.76744186	7.69E-13	"P0C0L5, P0C0L4, P01903, P62805, P08311, P05455"	163	141	8865	8.100117478	1.97E-10	1.97E-10	1.69E-10
GOTERM_CC_DIRECT	GO:0000786~nucleosome	17	7.906976744	1.98E-12	"P07305, P62805, Q5SSJ5, P60709"	214	144	20666	11.40063603	7.76E-10	1.11E-10	9.29E-11
KEGG_PATHWAY	hsa04820:Cytoskeleton in muscle cells	25	11.62790698	3.87E-12	"P02452, O15020, Q13813, P13805, P56199, P12111, P35579, P19237, P63267, P63261, P08123, P98160, Q8WZ42, Q9Y490, P35749, P05556, P60709, P68133, P13611, P68032, P17661, Q5VST9, Q9UKX2, P05023, P02751"	163	232	8865	5.860614555	9.90E-10	4.95E-10	4.25E-10
UP_KW_PTM	KW-0379~Hydroxylation	21	9.76744186	1.09E-11	"P02452, P02671, Q16836, P14618, P62805, P08123, P04075, P12111"	197	211	14268	7.208314288	2.62E-10	6.83E-11	4.64E-11
UP_KW_CELLULAR_COMPONENT	KW-0544~Nucleosome core	14	6.511627907	2.88E-11	P62805	201	92	17932	13.57603288	1.27E-09	1.27E-09	1.10E-09
GOTERM_CC_DIRECT	GO:0062023~collagen-containing extracellular matrix	23	10.69767442	1.23E-10	"P02452, P02671, P07900, P02790, P04217, P14618, P49257, P52272, P51888, P13611, P12111, P50995, P00747, P19827, P09382, P01008, P08123, P08311, Q15063, P98160, P22105, P08697, P02751"	214	391	20666	5.680593733	4.80E-08	6.00E-09	5.04E-09
KEGG_PATHWAY	hsa04613:Neutrophil extracellular trap formation	21	9.76744186	2.71E-10	"P02671, P63261, Q9UM07, P15153, P62805, P60709, P63000, P08311"	163	193	8865	5.917702406	6.93E-08	2.31E-08	1.99E-08
UP_KW_PTM	KW-1017~Isopeptide bond	60	27.90697674	3.70E-10	"P02671, Q14764, Q14643, P23396, P14618, Q5SSJ5, P52272, O75369, Q6NZI2, Q8IVF2, Q9NUU7, P42766, P63267, P63261, P15153, P39023, P63000, Q9UBG0, Q15388, P29401, P07437, P07910, P05556, Q14258, P53396, P62805, P60709, P08708, P51571, P68133, P68032, P11474, P68371, P53999, Q99832, P19338, P01903, P49327, P04350, P04075, P49368, P43487, P61978, P60866, P02751, P08697, P21333"	197	1881	14268	2.310251864	8.89E-09	1.85E-09	1.26E-09
GOTERM_CC_DIRECT	"GO:0000781~chromosome, telomeric region"	16	7.441860465	3.79E-10	"P30876, P62805, P05455"	214	174	20666	8.880008594	1.48E-07	1.65E-08	1.38E-08
INTERPRO	IPR009072:Histone-fold	14	6.511627907	1.63E-09	P62805	214	136	20667	9.941520066	1.53E-06	3.05E-07	2.89E-07
UP_SEQ_FEATURE	CARBOHYD:N-linked (GlcNAc...) (complex) asparagine	13	6.046511628	6.12E-09	"P00450, P0C0L5, P0C0L4, P02790, P04217, P19827, P01008, P02787, Q9UBG0, P02751, Q9Y6R7"	209	126	20502	10.12098428	1.05E-05	1.50E-06	1.48E-06
GOTERM_CC_DIRECT	GO:1904813~ficolin-1-rich granule lumen	13	6.046511628	6.69E-09	"Q14764, Q8TD55, P07900, P04217, P14618, P53396, P09917, P52790, P22392, P09972, P04075, P06396"	214	125	20666	10.04328972	2.61E-06	2.61E-07	2.19E-07
KEGG_PATHWAY	hsa01200:Carbon metabolism	15	6.976744186	2.13E-08	"P29401, P08559, P14618, P52790, P11177, P19367, Q96I99, P11498, P34896, Q9P2R7, P05062, P31040, P09972, P04075, P11908"	163	116	8865	7.032737466	5.45E-06	1.36E-06	1.17E-06
GOTERM_MF_DIRECT	GO:0005200~structural constituent of cytoskeleton	12	5.581395349	3.08E-08	"P07437, O15020, O00291, Q13813, P63261, P60709, P68133, P04350, P17661, A6NHL2, P68371, Q9Y490"	209	110	19208	10.02592431	1.54E-05	5.12E-06	4.82E-06
KEGG_PATHWAY	hsa05203:Viral carcinogenesis	19	8.837209302	3.14E-08	"P14618, P15153, P62805, P63000, P06396, P43487, P61978"	163	205	8865	5.040700284	8.04E-06	1.61E-06	1.38E-06
GOTERM_CC_DIRECT	GO:0034774~secretory granule lumen	12	5.581395349	3.29E-08	"Q14764, P07900, P09917, P04217, P14618, P52790, P22392, P09972, P04075, P06396, P02787"	214	116	20666	9.990009668	1.29E-05	1.17E-06	9.80E-07
GOTERM_CC_DIRECT	GO:0032991~protein-containing complex	26	12.09302326	5.57E-08	"P07910, P07437, P07900, Q9UM07, P62805, P60709, Q96EP5, Q6NZI2, P35579, P39023, Q9UKX2, P05023, P07237"	214	692	20666	3.628356113	2.18E-05	1.82E-06	1.52E-06
GOTERM_MF_DIRECT	GO:0005524~ATP binding	42	19.53488372	6.41E-08	"Q14204, Q14643, P26640, P07900, P14618, O43896, P52790, Q9Y6K5, O43776, P35579, Q96I99, Q9H223, Q9P2R7, Q9NUU7, P63267, Q00536, P63261, P25705, P11908, P22314, Q8WZ42, P35749, P53396, P60709, Q15746, P22392, P68133, P68032, P19367, Q5VST9, P11498, O95340, Q99832, Q6PIF6, Q9NZN4, Q9UKX2, P49368, P05023, Q14683, P06576"	209	1544	19208	2.499987604	3.20E-05	8.00E-06	7.52E-06
UP_KW_BIOLOGICAL_PROCESS	KW-0324~Glycolysis	8	3.720930233	6.79E-08	"P14618, P05062, P52790, P09972, P04075, P19367"	119	36	11434	21.35200747	5.91E-06	5.91E-06	5.77E-06
GOTERM_MF_DIRECT	GO:0045296~cadherin binding	18	8.372093023	8.36E-08	"P05556, O15020, Q14258, P53365, P14618, Q13813, O75369, Q5VST9, P35579, Q9H223, P63244, P55285, P49327, P04075, P43487, P61978, P21333, Q9Y490"	209	321	19208	5.153512498	4.17E-05	8.34E-06	7.84E-06
KEGG_PATHWAY	hsa04814:Motor proteins	18	8.372093023	1.00E-07	"P07437, Q14204, P35749, O43896, P13805, P60709, P52790, P68133, P68032, P68371, P35579, P19237, P63267, P63261, Q6PIF6, P04350, Q9UKX2, A6NHL2"	163	197	8865	4.969325153	2.57E-05	4.28E-06	3.68E-06
GOTERM_CC_DIRECT	GO:0030027~lamellipodium	14	6.511627907	1.04E-07	"P05556, P60709, Q15746, P22392, P11940, P68133, P68032, P63267, P15153, P63000, P06396, P07237, Q9ULV4"	214	192	20666	7.041569315	4.07E-05	3.13E-06	2.62E-06
GOTERM_CC_DIRECT	GO:0042470~melanosome	11	5.11627907	1.23E-07	"P35749, P05556, P07900, P15153, P50281, P63000, P49327, Q8WUM4, P13667, P05023, P07237, P50995"	214	104	20666	10.2141445	4.81E-05	3.44E-06	2.88E-06
GOTERM_CC_DIRECT	GO:1990904~ribonucleoprotein complex	16	7.441860465	1.52E-07	"P07910, Q14764, P23396, P08708, P60709, P52272, P11940, Q96EP5, P18124, P19338, P39023, P40429, P61978, P60866, P62249, P05455"	214	271	20666	5.701555333	5.94E-05	3.96E-06	3.32E-06
UP_KW_PTM	KW-0597~Phosphoprotein	151	70.23255814	1.52E-07	"P02452, Q14204, P53365, P08559, P23396, P07900, P52272, P52790, Q6NZI2, P18124, P11168, Q9P2R7, Q9NUU7, P0C0L5, P0C0L4, Q9UJS0, Q15020, Q8WUM4, Q15388, P07237, P05455, P07910, Q9Y678, P30876, Q8TB72, P49257, P62805, P12429, P11177, P54868, P19338, P09382, P05062, Q9UPX0, P55285, P49368, P06396, P60866, P62249, O15020, P00450, P26640, Q13813, O43896, O75369, P11940, P57740, O43776, P12111, Q96I99, Q8IVF2, O60701, O00291, Q00536, P25705, P19827, Q93088, P31040, P00325, P40429, O14964, P22314, Q9BQE5, Q8WZ42, P50440, P29401, P35749, Q13303, P05556, P53396, P09917, P08708, P50281, P13611, O95183, P17661, P51659, P68371, P01008, P04350, P04075, Q9UKX2, P43487, P61978, P07305, P31930, Q14643, Q14764, Q9Y6K5, P36542, P35579, P63244, P00747, P36551, Q15181, P39023, P63000, P09972, Q9UBG0, P07437, Q14258, Q15746, Q5VST9, P11498, Q9NWV4, Q6PIF6, P49327, P05023, P02751, P21333, P02671, P13804, P14618, Q10587, Q5SSJ5, P13805, Q9BPX5, Q9H223, P19237, P42766, P15153, P02787, Q9Y490, Q9UL46, Q8TD55, P19367, P11474, P53999, P55899, P48739, O14818, Q00325, Q9NZN4, Q15256, Q14683, P06576"	197	8416	14268	1.299475497	3.65E-06	6.34E-07	4.31E-07
GOTERM_CC_DIRECT	GO:0005788~endoplasmic reticulum lumen	17	7.906976744	1.64E-07	"P02452, P02671, P00450, P13611, P13667, P12111, P0C0L5, O60613, P0C0L4, P09382, P01008, P08123, P02787, P07237, P02751"	214	312	20666	5.261832015	6.43E-05	4.02E-06	3.37E-06
GOTERM_MF_DIRECT	GO:0051015~actin filament binding	15	6.976744186	1.71E-07	"P35749, O15020, Q13813, O75369, Q9NRX4, Q9BPX5, P35579, O00291, Q6PIF6, Q9UKX2, P06396, Q8WZ42, Q9ULV4, P21333, Q9Y490"	209	225	19208	6.126953748	8.56E-05	1.43E-05	1.34E-05
GOTERM_MF_DIRECT	GO:0046982~protein heterodimerization activity	19	8.837209302	2.40E-07	"P05556, O00291, P62805, P05023, P07237, Q14683"	209	387	19208	4.512097721	1.20E-04	1.71E-05	1.60E-05
UP_KW_DOMAIN	KW-0809~Transit peptide	21	9.76744186	2.76E-07	"P50440, P31930, Q16836, P08559, P13804, P36542, P11177, P54868, Q96I99, P11498, Q9P2R7, P25705, P36551, Q00325, P31040, P49821, Q9UJS0, P22695, Q5SXM8, O14548, P06576"	133	582	14566	3.95170917	5.79E-06	5.79E-06	5.79E-06
GOTERM_MF_DIRECT	GO:0005515~protein binding	180	83.72093023	2.77E-07	"P02452, Q14204, P53365, P08559, P23396, P07900, P52272, P52790, P56199, Q6NZI2, P18124, Q9P2R7, Q9NUU7, P0C0L5, P0C0L4, Q9UJS0, P22695, Q15020, Q8WUM4, Q9Y6X1, P98160, Q15388, P07237, P05455, P07910, Q9Y678, P30876, Q9UM07, Q8TB72, P49257, P62805, Q9NRX4, P11177, P19338, O60613, P01903, P09382, P05062, P49368, P06396, P60866, P22105, P08697, P62249, Q9BY50, P26640, Q13813, O43896, O75369, P11940, P57740, O43776, Q96I99, Q8IVF2, O00291, Q00536, P25705, P19827, P08263, P31040, P00325, O14964, P22314, Q9BQE5, P01893, Q8WZ42, P50440, P29401, P35749, Q13303, P05556, P53396, P09917, P50281, P68133, P13611, O95183, P17661, P68371, P34896, O95340, Q9Y6R7, P17655, P01008, P08311, P04350, P04075, Q9UKX2, P43487, P61978, P07305, P31930, Q14643, Q14764, Q9BUT1, Q96EP5, Q9Y6K5, P13667, P36542, P35579, P63244, P00747, P39023, P63000, P08123, P09972, Q15063, Q9UBG0, P07437, Q14258, P60709, Q15746, P22392, P68032, Q5VST9, P11498, Q9NWV4, Q99832, Q6PIF6, P49327, P05023, P02751, P21333, P02671, P09669, P02790, P13804, P14618, Q9UHD0, Q10587, Q5SSJ5, P13805, Q9BPX5, Q06323, Q9H223, P19237, P50995, P63261, P15153, Q4G0P3, P02787, P11908, P62851, Q9Y490, P54687, Q9UL46, P04424, Q8TD55, M5A8F1, P21283, P19367, P11474, P53999, P55899, P48739, O14818, Q00325, P49821, Q9NZN4, P48059, Q15256, Q9ULV4, Q14683, P06576"	209	13670	19208	1.210151801	1.38E-04	1.73E-05	1.63E-05
GOTERM_BP_DIRECT	GO:0006325~chromatin organization	15	6.976744186	3.15E-07	"Q9UM07, P62805"	209	239	19416	5.830513904	4.16E-04	8.33E-05	8.09E-05
GOTERM_CC_DIRECT	GO:0005615~extracellular space	46	21.39534884	3.24E-07	"Q86UW8, P02452, P02671, P00450, O15020, P02790, P04217, Q9UHD0, Q6YHK3, P51888, Q9Y6K5, P13667, P12111, P0C0L5, P63267, P0C0L4, P63261, P00747, P01834, P08123, Q15063, P02787, P98160, P01893, M5A8F1, P09917, P50281, P60709, P68133, P13611, P68032, Q5VST9, Q9Y6R7, P55899, P09382, P01008, P08311, O95969, P04075, P06396, Q15256, P22105, P02751, P08697"	214	1986	20666	2.236769536	1.27E-04	7.45E-06	6.25E-06
UP_SEQ_FEATURE	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO1); alternate	13	6.046511628	3.64E-07	"P07910, P05556, P14618, P08708, P52272, Q6NZI2, P53999, P19338, Q9NUU7, P39023, P04075, P61978, P21333"	209	182	20502	7.00683527	6.26E-04	7.83E-05	7.73E-05
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	10	4.651162791	6.30E-07	"P42766, P63244, P23396, P08708, P39023, P40429, P18124, P62851, P60866, P62249"	209	92	19416	10.09777408	8.33E-04	1.39E-04	1.35E-04
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	95	44.18604651	7.31E-07	"P02452, Q14204, P53365, Q14764, P23396, Q9BUT1, P07900, P52272, P52790, Q9Y6K5, Q6NZI2, P18124, P35579, P11168, P63244, P36551, Q15181, P39023, P63000, Q15020, P05455, P07437, Q16836, Q14258, Q9UM07, Q8TB72, P60709, Q15746, P12429, P22392, P68032, Q5VST9, P11498, Q99832, P09382, P05062, P49327, Q6PIF6, P49368, P06396, P60866, A6NHL2, P21333, P62249, Q13813, P14618, O43896, O75369, P11940, Q9BPX5, O43776, Q06323, Q9H223, P50995, Q8IVF2, P42766, O00291, P63267, Q00536, P63261, P25705, P15153, P40429, Q4G0P3, P11908, P62851, P22314, Q8WZ42, Q9Y490, P35749, Q13303, P54687, P05556, P04424, Q9UL46, P53396, P08708, P50281, P68133, P17661, Q9Y2J8, P19367, P11474, P68371, P34896, P17655, P48739, O14818, P08311, P04350, P48059, Q9NZN4, Q9UKX2, P43487, P61978, P06576"	214	5887	20666	1.558375892	2.86E-04	1.59E-05	1.33E-05
KEGG_PATHWAY	hsa04510:Focal adhesion	17	7.906976744	8.36E-07	"P02452, P05556, P60709, O75369, P56199, Q15746, P12111, P17655, P63261, P15153, P63000, P08123, P22105, P02751, P21333, Q9Y490"	163	203	8865	4.55453474	2.14E-04	3.06E-05	2.63E-05
INTERPRO	IPR043129:ATPase_NBD	9	4.186046512	1.04E-06	"P63267, P63261, P60709, P52790, P68133, P68032, P19367"	214	75	20667	11.58897196	9.75E-04	1.63E-04	1.54E-04
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	8	3.720930233	1.14E-06	"P14618, P05062, P52790, P09972, P04075, P19367"	209	51	19416	14.57247397	0.001503496	2.15E-04	2.09E-04
GOTERM_CC_DIRECT	GO:0015629~actin cytoskeleton	15	6.976744186	1.23E-06	"P07910, P07305, P60709, O75369, Q15746, P68133, P68032, P35579, P63267, P63261, Q6PIF6, P04075, P06396, Q9ULV4, P21333"	214	278	20666	5.210616553	4.82E-04	2.54E-05	2.13E-05
UP_KW_MOLECULAR_FUNCTION	KW-0514~Muscle protein	9	4.186046512	1.91E-06	"P35749, P63267, P13805, P68133, P68032, P17661, Q9UKX2, Q5VST9, P19237"	156	65	11859	10.52573964	1.09E-04	1.09E-04	8.97E-05
UP_SEQ_FEATURE	CROSSLNK:Isoglutamyl cysteine thioester (Cys-Gln)	5	2.325581395	2.06E-06	"P0C0L5, P0C0L4, Q6YHK3"	209	10	20502	49.04784689	0.003538031	3.94E-04	3.89E-04
INTERPRO	IPR019742:MacrogloblnA2_CS	5	2.325581395	3.42E-06	"P0C0L5, P0C0L4, Q6YHK3"	214	11	20667	43.89762107	0.003199742	4.58E-04	4.34E-04
UP_SEQ_FEATURE	SITE:Responsible for effective binding to form amide bonds with immune aggregates or protein antigens	4	1.860465116	4.09E-06	"P0C0L5, P0C0L4"	209	4	20502	98.09569378	0.007004385	7.03E-04	6.94E-04
INTERPRO	IPR048847:C4_MG1	4	1.860465116	4.29E-06	"P0C0L5, P0C0L4"	214	4	20667	96.57476636	0.004007142	5.02E-04	4.76E-04
UP_SEQ_FEATURE	TRANSIT:Mitochondrion	20	9.302325581	4.92E-06	"P50440, P31930, Q16836, P08559, P13804, P36542, P11177, P54868, Q96I99, P11498, Q9P2R7, P25705, P36551, Q00325, P31040, P49821, P22695, Q5SXM8, O14548, P06576"	209	562	20502	3.490949957	0.008431641	7.70E-04	7.59E-04
GOTERM_BP_DIRECT	GO:0007015~actin filament organization	11	5.11627907	5.10E-06	"O00291, P15153, P63000, Q6PIF6, P68133, P04075, P68032, P06396, P02787, Q9ULV4"	209	150	19416	6.812631579	0.006728197	8.44E-04	8.20E-04
GOTERM_CC_DIRECT	GO:0022626~cytosolic ribosome	9	4.186046512	6.80E-06	"P42766, P23396, P08708, P39023, P40429, P18124, P62851, P60866, P62249"	214	96	20666	9.053446262	0.002657162	1.33E-04	1.12E-04
UP_KW_LIGAND	KW-0547~Nucleotide-binding	49	22.79069767	6.93E-06	"Q14204, Q14643, P26640, P07900, P14618, O43896, P52790, Q9Y6K5, O43776, P35579, Q96I99, Q9H223, Q9P2R7, Q9NUU7, P63267, Q00536, P63261, P25705, P15153, P63000, P11908, P22314, Q8WZ42, P07437, P35749, P53396, P60709, Q15746, P22392, P68133, P68032, P19367, P68371, Q5VST9, P11498, O95340, Q99832, Q6PIF6, P04350, Q9NZN4, Q9UKX2, P49368, P05023, A6NHL2, Q14683, P06576"	102	1873	6946	1.781529056	2.01E-04	1.63E-04	1.35E-04
INTERPRO	IPR002890:MG2	5	2.325581395	7.29E-06	"P0C0L5, P0C0L4, Q6YHK3"	214	13	20667	37.14414091	0.006808946	6.83E-04	6.47E-04
INTERPRO	IPR047565:Alpha-macroglob_thiol-ester_cl	5	2.325581395	7.29E-06	"P0C0L5, P0C0L4, Q6YHK3"	214	13	20667	37.14414091	0.006808946	6.83E-04	6.47E-04
KEGG_PATHWAY	hsa01230:Biosynthesis of amino acids	10	4.651162791	8.14E-06	"P29401, P54687, P04424, P14618, P05062, P09972, P04075, P11908, P11498, P34896"	163	75	8865	7.251533742	0.002082639	2.61E-04	2.24E-04
